gene	disease
uniprotkb:B1AMS9	Urinary bladder cancer
uniprotkb:B1AMT1	Urinary bladder cancer
uniprotkb:B1AMT2	Urinary bladder cancer
uniprotkb:B1AMT3	Urinary bladder cancer
uniprotkb:Q8N3U4	Holoprosencephaly
uniprotkb:A0A8I5KVF8	Holoprosencephaly
uniprotkb:B1AMT0	Holoprosencephaly
uniprotkb:E7ERE6	Holoprosencephaly
uniprotkb:A0A8I5KUG8	Holoprosencephaly
uniprotkb:B1AMS8	Holoprosencephaly
uniprotkb:B1AMS9	Holoprosencephaly
uniprotkb:B1AMT1	Holoprosencephaly
uniprotkb:B1AMT2	Holoprosencephaly
uniprotkb:B1AMT3	Holoprosencephaly
uniprotkb:O60828	Coloboma
uniprotkb:A0A0S2Z4V5	Coloboma
uniprotkb:H7C053	Coloboma
uniprotkb:O75695	Retinitis pigmentosa
uniprotkb:A0A1B2JLU2	Retinitis pigmentosa
uniprotkb:O75695	Retinitis pigmentosa
uniprotkb:A0A1B2JLU2	Retinitis pigmentosa
uniprotkb:Q13326	limb-girdle muscular dystrophy
uniprotkb:Q13326	limb-girdle muscular dystrophy
uniprotkb:H3BR66	Degenerative disc disease
uniprotkb:P08253	Degenerative disc disease
uniprotkb:A0A024R6R4	Degenerative disc disease
uniprotkb:H3BV48	Degenerative disc disease
uniprotkb:H3BS34	Degenerative disc disease
uniprotkb:Q7L5A8	Leukodystrophy
uniprotkb:J3QS89	Leukodystrophy
uniprotkb:H3BP32	Leukodystrophy
uniprotkb:Q7L5A8	Neurodegenerative disease
uniprotkb:J3QS89	Neurodegenerative disease
uniprotkb:H3BP32	Neurodegenerative disease
uniprotkb:Q7L5A8	Hereditary spastic paraplegia
uniprotkb:J3QS89	Hereditary spastic paraplegia
uniprotkb:H3BP32	Hereditary spastic paraplegia
uniprotkb:A0A2R8YDZ2	Cancer
uniprotkb:I3L134	Cancer
uniprotkb:A0A2R8YGE6	Cancer
uniprotkb:I3L3B1	Cancer
uniprotkb:A0A2R8YGU4	Cancer
uniprotkb:P49815	Cancer
uniprotkb:Q5HYF7	Cancer
uniprotkb:X5D2U8	Cancer
uniprotkb:A0A2R8YEJ8	Cancer
uniprotkb:A0A2R8Y7C8	Cancer
uniprotkb:A0A2R8Y5F1	Cancer
uniprotkb:A0A2R8Y7X5	Cancer
uniprotkb:X5D7Q2	Cancer
uniprotkb:H3BMQ0	Cancer
uniprotkb:A0A2R8YGD6	Cancer
uniprotkb:A0A2R8Y5B2	Cancer
uniprotkb:A0A2R8YDZ2	Epilepsy
uniprotkb:I3L134	Epilepsy
uniprotkb:A0A2R8YGE6	Epilepsy
uniprotkb:I3L3B1	Epilepsy
uniprotkb:A0A2R8YGU4	Epilepsy
uniprotkb:P49815	Epilepsy
uniprotkb:Q5HYF7	Epilepsy
uniprotkb:X5D2U8	Epilepsy
uniprotkb:A0A2R8YEJ8	Epilepsy
uniprotkb:A0A2R8Y7C8	Epilepsy
uniprotkb:A0A2R8Y5F1	Epilepsy
uniprotkb:A0A2R8Y7X5	Epilepsy
uniprotkb:X5D7Q2	Epilepsy
uniprotkb:H3BMQ0	Epilepsy
uniprotkb:A0A2R8YGD6	Epilepsy
uniprotkb:A0A2R8Y5B2	Epilepsy
uniprotkb:Q9UNE7	Neurodegenerative disease
uniprotkb:H3BS86	Neurodegenerative disease
uniprotkb:Q9UNE7	Autosomal dominant cerebellar ataxia
uniprotkb:H3BS86	Autosomal dominant cerebellar ataxia
uniprotkb:O15553	Amyloidosis
uniprotkb:F8W6Z2	Amyloidosis
uniprotkb:E3P8H6	Amyloidosis
uniprotkb:D2DTW1	Amyloidosis
uniprotkb:F5H2E5	Amyloidosis
uniprotkb:I3L0S7	Amyloidosis
uniprotkb:F5H595	Amyloidosis
uniprotkb:F5H6N9	Amyloidosis
uniprotkb:F5GZV9	Amyloidosis
uniprotkb:I3L3J9	Nonsyndromic deafness
uniprotkb:Q14894	Nonsyndromic deafness
uniprotkb:I3L325	Nonsyndromic deafness
uniprotkb:I3L2W5	Nonsyndromic deafness
uniprotkb:I3L3J9	Nonsyndromic deafness
uniprotkb:Q14894	Nonsyndromic deafness
uniprotkb:I3L325	Nonsyndromic deafness
uniprotkb:I3L2W5	Nonsyndromic deafness
uniprotkb:O75808	Microphthalmia
uniprotkb:H3BR03	Microphthalmia
uniprotkb:H3BT55	Microphthalmia
uniprotkb:A0A1B0GVE3	Microphthalmia
uniprotkb:O15405	Polycystic ovary syndrome
uniprotkb:J3QQQ6	Polycystic ovary syndrome
uniprotkb:H3BTZ9	Polycystic ovary syndrome
uniprotkb:O15405	Breast cancer
uniprotkb:J3QQQ6	Breast cancer
uniprotkb:H3BTZ9	Breast cancer
uniprotkb:Q96DP5	Mitochondrial complex I deficiency
uniprotkb:H3BTN9	Mitochondrial complex I deficiency
uniprotkb:Q96DP5	Leigh disease
uniprotkb:H3BTN9	Leigh disease
uniprotkb:H3BN73	Hermansky-Pudlak syndrome
uniprotkb:H3BRA4	Hermansky-Pudlak syndrome
uniprotkb:H3BST1	Hermansky-Pudlak syndrome
uniprotkb:Q9UL45	Hermansky-Pudlak syndrome
uniprotkb:H3BR42	Hermansky-Pudlak syndrome
uniprotkb:H3BN13	Hermansky-Pudlak syndrome
uniprotkb:H3BMT8	Hermansky-Pudlak syndrome
uniprotkb:H3BML5	Hermansky-Pudlak syndrome
uniprotkb:A0A5F9ZHH0	Hermansky-Pudlak syndrome
uniprotkb:H3BNE3	Hermansky-Pudlak syndrome
uniprotkb:H3BN73	Hermansky-Pudlak syndrome
uniprotkb:H3BRA4	Hermansky-Pudlak syndrome
uniprotkb:H3BST1	Hermansky-Pudlak syndrome
uniprotkb:Q9UL45	Hermansky-Pudlak syndrome
uniprotkb:H3BR42	Hermansky-Pudlak syndrome
uniprotkb:H3BN13	Hermansky-Pudlak syndrome
uniprotkb:H3BMT8	Hermansky-Pudlak syndrome
uniprotkb:H3BML5	Hermansky-Pudlak syndrome
uniprotkb:A0A5F9ZHH0	Hermansky-Pudlak syndrome
uniprotkb:H3BNE3	Hermansky-Pudlak syndrome
uniprotkb:E7EVM0	Congenital hypothyroidism
uniprotkb:P01266	Congenital hypothyroidism
uniprotkb:H0YBR7	Congenital hypothyroidism
uniprotkb:E5RG33	Congenital hypothyroidism
uniprotkb:E7EVM0	Congenital hypothyroidism
uniprotkb:P01266	Congenital hypothyroidism
uniprotkb:H0YBR7	Congenital hypothyroidism
uniprotkb:E5RG33	Congenital hypothyroidism
uniprotkb:P56715	Retinitis pigmentosa
uniprotkb:A0A1B0GTV9	Retinitis pigmentosa
uniprotkb:A0A1B0GUH0	Retinitis pigmentosa
uniprotkb:P56715	Retinitis pigmentosa
uniprotkb:A0A1B0GTV9	Retinitis pigmentosa
uniprotkb:A0A1B0GUH0	Retinitis pigmentosa
uniprotkb:A0A6Q8PH79	Charcot-Marie-Tooth disease
uniprotkb:A0A6Q8PEZ4	Charcot-Marie-Tooth disease
uniprotkb:A0A6Q8PHC1	Charcot-Marie-Tooth disease
uniprotkb:A0A6Q8PFP5	Charcot-Marie-Tooth disease
uniprotkb:A0A6Q8PGQ9	Charcot-Marie-Tooth disease
uniprotkb:A0A6Q8PGU0	Charcot-Marie-Tooth disease
uniprotkb:Q8TB36	Charcot-Marie-Tooth disease
uniprotkb:B4DIH2	Charcot-Marie-Tooth disease
uniprotkb:E5RGI2	Charcot-Marie-Tooth disease
uniprotkb:A0A6Q8PH88	Charcot-Marie-Tooth disease
uniprotkb:A0A6Q8PFX7	Charcot-Marie-Tooth disease
uniprotkb:A0A6Q8PEX8	Charcot-Marie-Tooth disease
uniprotkb:A0A6Q8PHN7	Charcot-Marie-Tooth disease
uniprotkb:A0A6Q8PFU1	Charcot-Marie-Tooth disease
uniprotkb:A0A6Q8PGB8	Charcot-Marie-Tooth disease
uniprotkb:A0A6Q8PH97	Charcot-Marie-Tooth disease
uniprotkb:A0A6Q8PGS2	Charcot-Marie-Tooth disease
uniprotkb:A0A7I2RYU0	Charcot-Marie-Tooth disease
uniprotkb:A0A6Q8PF20	Charcot-Marie-Tooth disease
uniprotkb:A0A6Q8PG78	Charcot-Marie-Tooth disease
uniprotkb:A0A6Q8PFG4	Charcot-Marie-Tooth disease
uniprotkb:A0A6Q8PGL3	Charcot-Marie-Tooth disease
uniprotkb:A0A6Q8PFZ0	Charcot-Marie-Tooth disease
uniprotkb:A0A6Q8PFF4	Charcot-Marie-Tooth disease
uniprotkb:A0A6Q8PH79	Charcot-Marie-Tooth disease
uniprotkb:A0A6Q8PEZ4	Charcot-Marie-Tooth disease
uniprotkb:A0A6Q8PHC1	Charcot-Marie-Tooth disease
uniprotkb:A0A6Q8PFP5	Charcot-Marie-Tooth disease
uniprotkb:A0A6Q8PGQ9	Charcot-Marie-Tooth disease
uniprotkb:A0A6Q8PGU0	Charcot-Marie-Tooth disease
uniprotkb:Q8TB36	Charcot-Marie-Tooth disease
uniprotkb:B4DIH2	Charcot-Marie-Tooth disease
uniprotkb:E5RGI2	Charcot-Marie-Tooth disease
uniprotkb:A0A6Q8PH88	Charcot-Marie-Tooth disease
uniprotkb:A0A6Q8PFX7	Charcot-Marie-Tooth disease
uniprotkb:A0A6Q8PEX8	Charcot-Marie-Tooth disease
uniprotkb:A0A6Q8PHN7	Charcot-Marie-Tooth disease
uniprotkb:A0A6Q8PFU1	Charcot-Marie-Tooth disease
uniprotkb:A0A6Q8PGB8	Charcot-Marie-Tooth disease
uniprotkb:A0A6Q8PH97	Charcot-Marie-Tooth disease
uniprotkb:A0A6Q8PGS2	Charcot-Marie-Tooth disease
uniprotkb:A0A7I2RYU0	Charcot-Marie-Tooth disease
uniprotkb:A0A6Q8PF20	Charcot-Marie-Tooth disease
uniprotkb:A0A6Q8PG78	Charcot-Marie-Tooth disease
uniprotkb:A0A6Q8PFG4	Charcot-Marie-Tooth disease
uniprotkb:A0A6Q8PGL3	Charcot-Marie-Tooth disease
uniprotkb:A0A6Q8PFZ0	Charcot-Marie-Tooth disease
uniprotkb:A0A6Q8PFF4	Charcot-Marie-Tooth disease
uniprotkb:A0A6Q8PH79	Neurodegenerative disease
uniprotkb:A0A6Q8PEZ4	Neurodegenerative disease
uniprotkb:A0A6Q8PHC1	Neurodegenerative disease
uniprotkb:A0A6Q8PFP5	Neurodegenerative disease
uniprotkb:A0A6Q8PGQ9	Neurodegenerative disease
uniprotkb:A0A6Q8PGU0	Neurodegenerative disease
uniprotkb:Q8TB36	Neurodegenerative disease
uniprotkb:B4DIH2	Neurodegenerative disease
uniprotkb:E5RGI2	Neurodegenerative disease
uniprotkb:A0A6Q8PH88	Neurodegenerative disease
uniprotkb:A0A6Q8PFX7	Neurodegenerative disease
uniprotkb:A0A6Q8PEX8	Neurodegenerative disease
uniprotkb:A0A6Q8PHN7	Neurodegenerative disease
uniprotkb:A0A6Q8PFU1	Neurodegenerative disease
uniprotkb:A0A6Q8PGB8	Neurodegenerative disease
uniprotkb:A0A6Q8PH97	Neurodegenerative disease
uniprotkb:A0A6Q8PGS2	Neurodegenerative disease
uniprotkb:A0A7I2RYU0	Neurodegenerative disease
uniprotkb:A0A6Q8PF20	Neurodegenerative disease
uniprotkb:A0A6Q8PG78	Neurodegenerative disease
uniprotkb:A0A6Q8PFG4	Neurodegenerative disease
uniprotkb:A0A6Q8PGL3	Neurodegenerative disease
uniprotkb:A0A6Q8PFZ0	Neurodegenerative disease
uniprotkb:A0A6Q8PFF4	Neurodegenerative disease
uniprotkb:A0A6Q8PH79	Neuropathy
uniprotkb:A0A6Q8PEZ4	Neuropathy
uniprotkb:A0A6Q8PHC1	Neuropathy
uniprotkb:A0A6Q8PFP5	Neuropathy
uniprotkb:A0A6Q8PGQ9	Neuropathy
uniprotkb:A0A6Q8PGU0	Neuropathy
uniprotkb:Q8TB36	Neuropathy
uniprotkb:B4DIH2	Neuropathy
uniprotkb:E5RGI2	Neuropathy
uniprotkb:A0A6Q8PH88	Neuropathy
uniprotkb:A0A6Q8PFX7	Neuropathy
uniprotkb:A0A6Q8PEX8	Neuropathy
uniprotkb:A0A6Q8PHN7	Neuropathy
uniprotkb:A0A6Q8PFU1	Neuropathy
uniprotkb:A0A6Q8PGB8	Neuropathy
uniprotkb:A0A6Q8PH97	Neuropathy
uniprotkb:A0A6Q8PGS2	Neuropathy
uniprotkb:A0A7I2RYU0	Neuropathy
uniprotkb:A0A6Q8PF20	Neuropathy
uniprotkb:A0A6Q8PG78	Neuropathy
uniprotkb:A0A6Q8PFG4	Neuropathy
uniprotkb:A0A6Q8PGL3	Neuropathy
uniprotkb:A0A6Q8PFZ0	Neuropathy
uniprotkb:A0A6Q8PFF4	Neuropathy
uniprotkb:H0YC68	Congenital hemolytic anemia
uniprotkb:P00390	Congenital hemolytic anemia
uniprotkb:V9HW90	Congenital hemolytic anemia
uniprotkb:F8U8C0	Age related macular degeneration
uniprotkb:O00220	Age related macular degeneration
uniprotkb:E5RFH1	Age related macular degeneration
uniprotkb:Q8N7H5	Cancer
uniprotkb:B4DGJ5	Cancer
uniprotkb:A0A024R0H6	Cancer
uniprotkb:O75792	Aicardi-Goutieres syndrome
uniprotkb:A0A2R8Y606	Aicardi-Goutieres syndrome
uniprotkb:A0A2R8Y658	Aicardi-Goutieres syndrome
uniprotkb:O75792	Aicardi-Goutieres syndrome
uniprotkb:A0A2R8Y606	Aicardi-Goutieres syndrome
uniprotkb:A0A2R8Y658	Aicardi-Goutieres syndrome
uniprotkb:Q9HD89	Diabetes mellitus
uniprotkb:Q9HD89	Obesity
uniprotkb:P51693	Neurodegenerative disease
uniprotkb:K7ELK0	Neurodegenerative disease
uniprotkb:B7Z4G8	Neurodegenerative disease
uniprotkb:F5GZ08	Neurodegenerative disease
uniprotkb:K7EQJ4	Neurodegenerative disease
uniprotkb:K7EMS1	Neurodegenerative disease
uniprotkb:A0A499FJK2	Idiopathic pulmonary fibrosis
uniprotkb:A0A7I2YQL8	Idiopathic pulmonary fibrosis
uniprotkb:A0A7I2V5Z9	Idiopathic pulmonary fibrosis
uniprotkb:P55344	Cataract
uniprotkb:P06731	Cancer
uniprotkb:A0A024R0K5	Cancer
uniprotkb:A0A087WYX0	Cancer
uniprotkb:O43186	cone-rod dystrophy
uniprotkb:H3BUU7	cone-rod dystrophy
uniprotkb:A0A087WTS9	cone-rod dystrophy
uniprotkb:O43186	cone-rod dystrophy
uniprotkb:H3BUU7	cone-rod dystrophy
uniprotkb:A0A087WTS9	cone-rod dystrophy
uniprotkb:O43186	Retinitis pigmentosa
uniprotkb:H3BUU7	Retinitis pigmentosa
uniprotkb:A0A087WTS9	Retinitis pigmentosa
uniprotkb:O43186	Retinitis pigmentosa
uniprotkb:H3BUU7	Retinitis pigmentosa
uniprotkb:A0A087WTS9	Retinitis pigmentosa
uniprotkb:O43186	Leber congenital amaurosis
uniprotkb:H3BUU7	Leber congenital amaurosis
uniprotkb:A0A087WTS9	Leber congenital amaurosis
uniprotkb:O43186	Leber congenital amaurosis
uniprotkb:H3BUU7	Leber congenital amaurosis
uniprotkb:A0A087WTS9	Leber congenital amaurosis
uniprotkb:P19235	Primary polycythemia
uniprotkb:K7EP50	Primary polycythemia
uniprotkb:K7ERB5	Primary polycythemia
uniprotkb:K7EN47	Primary polycythemia
uniprotkb:P19235	Primary polycythemia
uniprotkb:K7EP50	Primary polycythemia
uniprotkb:K7ERB5	Primary polycythemia
uniprotkb:K7EN47	Primary polycythemia
uniprotkb:Q92911	Congenital hypothyroidism
uniprotkb:Q92911	Congenital hypothyroidism
uniprotkb:M0QXN0	Craniosynostosis
uniprotkb:P50548	Craniosynostosis
uniprotkb:A0A024R0L4	Craniosynostosis
uniprotkb:M0QX79	Craniosynostosis
uniprotkb:A0A7I2YQJ1	Alzheimer's disease
uniprotkb:A0A7I2YQV9	Alzheimer's disease
uniprotkb:A0A7I2V345	Alzheimer's disease
uniprotkb:A0A024R0L5	Alzheimer's disease
uniprotkb:A0A7I2V5S8	Alzheimer's disease
uniprotkb:A0A7I2V379	Alzheimer's disease
uniprotkb:A0A7I2V553	Alzheimer's disease
uniprotkb:P49840	Alzheimer's disease
uniprotkb:A0A7I2V2H8	Alzheimer's disease
uniprotkb:A0A7I2V627	Alzheimer's disease
uniprotkb:A0A7I2V2P8	Alzheimer's disease
uniprotkb:A0A7I2YQM8	Alzheimer's disease
uniprotkb:A0A7I2YQA1	Alzheimer's disease
uniprotkb:A0A7I2V4Y3	Alzheimer's disease
uniprotkb:A0A7I2V5Q2	Alzheimer's disease
uniprotkb:A0A7I2V511	Alzheimer's disease
uniprotkb:A0A7I2YQ76	Alzheimer's disease
uniprotkb:A0A7I2V4D4	Alzheimer's disease
uniprotkb:A8MT37	Alzheimer's disease
uniprotkb:A0A7I2V4Z1	Alzheimer's disease
uniprotkb:A0A7I2V2P9	Alzheimer's disease
uniprotkb:A0A7I2V5B3	Alzheimer's disease
uniprotkb:A0A7I2V3H9	Alzheimer's disease
uniprotkb:A0A7I2YQJ1	Diabetes mellitus
uniprotkb:A0A7I2YQV9	Diabetes mellitus
uniprotkb:A0A7I2V345	Diabetes mellitus
uniprotkb:A0A024R0L5	Diabetes mellitus
uniprotkb:A0A7I2V5S8	Diabetes mellitus
uniprotkb:A0A7I2V379	Diabetes mellitus
uniprotkb:A0A7I2V553	Diabetes mellitus
uniprotkb:P49840	Diabetes mellitus
uniprotkb:A0A7I2V2H8	Diabetes mellitus
uniprotkb:A0A7I2V627	Diabetes mellitus
uniprotkb:A0A7I2V2P8	Diabetes mellitus
uniprotkb:A0A7I2YQM8	Diabetes mellitus
uniprotkb:A0A7I2YQA1	Diabetes mellitus
uniprotkb:A0A7I2V4Y3	Diabetes mellitus
uniprotkb:A0A7I2V5Q2	Diabetes mellitus
uniprotkb:A0A7I2V511	Diabetes mellitus
uniprotkb:A0A7I2YQ76	Diabetes mellitus
uniprotkb:A0A7I2V4D4	Diabetes mellitus
uniprotkb:A8MT37	Diabetes mellitus
uniprotkb:A0A7I2V4Z1	Diabetes mellitus
uniprotkb:A0A7I2V2P9	Diabetes mellitus
uniprotkb:A0A7I2V5B3	Diabetes mellitus
uniprotkb:A0A7I2V3H9	Diabetes mellitus
uniprotkb:O60292	Cataract
uniprotkb:M0R2Q7	Cataract
uniprotkb:C9JS80	Nonsyndromic deafness
uniprotkb:P14210	Nonsyndromic deafness
uniprotkb:C9WSJ4	Nonsyndromic deafness
uniprotkb:C9WSJ3	Nonsyndromic deafness
uniprotkb:C9JDP4	Nonsyndromic deafness
uniprotkb:A0A2R8YEI1	Nonsyndromic deafness
uniprotkb:C9JS80	Nonsyndromic deafness
uniprotkb:P14210	Nonsyndromic deafness
uniprotkb:C9WSJ4	Nonsyndromic deafness
uniprotkb:C9WSJ3	Nonsyndromic deafness
uniprotkb:C9JDP4	Nonsyndromic deafness
uniprotkb:A0A2R8YEI1	Nonsyndromic deafness
uniprotkb:C9JS80	Keratoconus
uniprotkb:P14210	Keratoconus
uniprotkb:C9WSJ4	Keratoconus
uniprotkb:C9WSJ3	Keratoconus
uniprotkb:C9JDP4	Keratoconus
uniprotkb:A0A2R8YEI1	Keratoconus
uniprotkb:A0A7I2V2R2	Lissencephaly
uniprotkb:A0A7I2V4J9	Lissencephaly
uniprotkb:A0A7I2V5X5	Lissencephaly
uniprotkb:E7EPA6	Lissencephaly
uniprotkb:P07942	Lissencephaly
uniprotkb:C9J296	Lissencephaly
uniprotkb:A0A7I2V5T9	Lissencephaly
uniprotkb:A0A7I2V407	Lissencephaly
uniprotkb:A0A7I2V3J7	Lissencephaly
uniprotkb:A0A7I2V378	Lissencephaly
uniprotkb:A0A7I2V2T9	Lissencephaly
uniprotkb:A0A7I2V3I5	Lissencephaly
uniprotkb:A0A7I2V5R0	Lissencephaly
uniprotkb:G3XAI2	Lissencephaly
uniprotkb:A0A7I2V2J0	Lissencephaly
uniprotkb:E9PCS6	Lissencephaly
uniprotkb:A0A7I2V682	Lissencephaly
uniprotkb:H0YC52	Williams-Beuren syndrome
uniprotkb:C9J7Q4	Williams-Beuren syndrome
uniprotkb:Q9NWM8	Ehlers-Danlos syndrome
uniprotkb:A0A090N7V8	Ehlers-Danlos syndrome
uniprotkb:F8WBZ0	Ehlers-Danlos syndrome
uniprotkb:Q9NWM8	Ehlers-Danlos syndrome
uniprotkb:A0A090N7V8	Ehlers-Danlos syndrome
uniprotkb:F8WBZ0	Ehlers-Danlos syndrome
uniprotkb:A8MZ54	Williams-Beuren syndrome
uniprotkb:Q16623	Williams-Beuren syndrome
uniprotkb:A0A0C4DFZ1	Williams-Beuren syndrome
uniprotkb:Q75ME0	Williams-Beuren syndrome
uniprotkb:Q13155	Leukodystrophy
uniprotkb:A8MU58	Leukodystrophy
uniprotkb:F8WCL2	Leukodystrophy
uniprotkb:A0A024QZY1	Leukodystrophy
uniprotkb:C9JAA9	Hypotrichosis
uniprotkb:C9JE21	Hypotrichosis
uniprotkb:A0A024R753	Hypotrichosis
uniprotkb:Q9NW13	Hypotrichosis
uniprotkb:A0A7I2PK71	Joubert syndrome
uniprotkb:A0A6Q8PGR4	Joubert syndrome
uniprotkb:A0A6Q8PEV5	Joubert syndrome
uniprotkb:Q9BYV8	Joubert syndrome
uniprotkb:A0A6Q8PFB1	Joubert syndrome
uniprotkb:C9IZ34	Joubert syndrome
uniprotkb:A0A6Q8PH03	Joubert syndrome
uniprotkb:A0A6Q8PH93	Joubert syndrome
uniprotkb:C9J6R3	Joubert syndrome
uniprotkb:A0A6Q8PG60	Joubert syndrome
uniprotkb:A0A6Q8PF12	Joubert syndrome
uniprotkb:F8WAV3	Joubert syndrome
uniprotkb:C9JXA0	Joubert syndrome
uniprotkb:A0A6Q8PFB5	Joubert syndrome
uniprotkb:A0A6Q8PGX0	Joubert syndrome
uniprotkb:C9JCX6	Joubert syndrome
uniprotkb:A0A6Q8PFZ2	Joubert syndrome
uniprotkb:A0A6Q8PHU1	Joubert syndrome
uniprotkb:A0A7I2SYM4	Joubert syndrome
uniprotkb:A0A6Q8PH12	Joubert syndrome
uniprotkb:Q8IUX7	Ehlers-Danlos syndrome
uniprotkb:H7C4B5	Ehlers-Danlos syndrome
uniprotkb:H7C1J5	Ehlers-Danlos syndrome
uniprotkb:H7C0W8	Ehlers-Danlos syndrome
uniprotkb:C9JLQ8	Ehlers-Danlos syndrome
uniprotkb:Q8IUX7	Ehlers-Danlos syndrome
uniprotkb:H7C4B5	Ehlers-Danlos syndrome
uniprotkb:H7C1J5	Ehlers-Danlos syndrome
uniprotkb:H7C0W8	Ehlers-Danlos syndrome
uniprotkb:C9JLQ8	Ehlers-Danlos syndrome
uniprotkb:A0A8C8PZE6	maturity-onset diabetes of the young
uniprotkb:A0A5F9ZGW4	maturity-onset diabetes of the young
uniprotkb:H7BXV0	maturity-onset diabetes of the young
uniprotkb:P35557	maturity-onset diabetes of the young
uniprotkb:Q53Y25	maturity-onset diabetes of the young
uniprotkb:A0A8C8KJG0	maturity-onset diabetes of the young
uniprotkb:A0A5F9ZHE0	maturity-onset diabetes of the young
uniprotkb:C9JQD1	maturity-onset diabetes of the young
uniprotkb:A0A8C8PZE6	Diabetes mellitus
uniprotkb:A0A5F9ZGW4	Diabetes mellitus
uniprotkb:H7BXV0	Diabetes mellitus
uniprotkb:P35557	Diabetes mellitus
uniprotkb:Q53Y25	Diabetes mellitus
uniprotkb:A0A8C8KJG0	Diabetes mellitus
uniprotkb:A0A5F9ZHE0	Diabetes mellitus
uniprotkb:C9JQD1	Diabetes mellitus
uniprotkb:Q9UDT6	Williams-Beuren syndrome
uniprotkb:O75072	Lissencephaly
uniprotkb:A0A2R8Y6X6	Lissencephaly
uniprotkb:A0A6Q8PHN1	Lissencephaly
uniprotkb:A0A2R8Y768	Lissencephaly
uniprotkb:R4GMU0	Lissencephaly
uniprotkb:A0A2R8Y7E3	Lissencephaly
uniprotkb:A0A6Q8PF14	Lissencephaly
uniprotkb:A0A6Q8PEY6	Lissencephaly
uniprotkb:A0A6Q8PG65	Lissencephaly
uniprotkb:A0A6Q8PG93	Lissencephaly
uniprotkb:I7HPB4	Lissencephaly
uniprotkb:A0A6Q8PGV4	Lissencephaly
uniprotkb:A0A6Q8PGS8	Lissencephaly
uniprotkb:O75072	Congenital muscular dystrophy
uniprotkb:A0A2R8Y6X6	Congenital muscular dystrophy
uniprotkb:A0A6Q8PHN1	Congenital muscular dystrophy
uniprotkb:A0A2R8Y768	Congenital muscular dystrophy
uniprotkb:R4GMU0	Congenital muscular dystrophy
uniprotkb:A0A2R8Y7E3	Congenital muscular dystrophy
uniprotkb:A0A6Q8PF14	Congenital muscular dystrophy
uniprotkb:A0A6Q8PEY6	Congenital muscular dystrophy
uniprotkb:A0A6Q8PG65	Congenital muscular dystrophy
uniprotkb:A0A6Q8PG93	Congenital muscular dystrophy
uniprotkb:I7HPB4	Congenital muscular dystrophy
uniprotkb:A0A6Q8PGV4	Congenital muscular dystrophy
uniprotkb:A0A6Q8PGS8	Congenital muscular dystrophy
uniprotkb:O75072	Walker-Warburg syndrome
uniprotkb:A0A2R8Y6X6	Walker-Warburg syndrome
uniprotkb:A0A6Q8PHN1	Walker-Warburg syndrome
uniprotkb:A0A2R8Y768	Walker-Warburg syndrome
uniprotkb:R4GMU0	Walker-Warburg syndrome
uniprotkb:A0A2R8Y7E3	Walker-Warburg syndrome
uniprotkb:A0A6Q8PF14	Walker-Warburg syndrome
uniprotkb:A0A6Q8PEY6	Walker-Warburg syndrome
uniprotkb:A0A6Q8PG65	Walker-Warburg syndrome
uniprotkb:A0A6Q8PG93	Walker-Warburg syndrome
uniprotkb:I7HPB4	Walker-Warburg syndrome
uniprotkb:A0A6Q8PGV4	Walker-Warburg syndrome
uniprotkb:A0A6Q8PGS8	Walker-Warburg syndrome
uniprotkb:O75072	Cardiomyopathy
uniprotkb:A0A2R8Y6X6	Cardiomyopathy
uniprotkb:A0A6Q8PHN1	Cardiomyopathy
uniprotkb:A0A2R8Y768	Cardiomyopathy
uniprotkb:R4GMU0	Cardiomyopathy
uniprotkb:A0A2R8Y7E3	Cardiomyopathy
uniprotkb:A0A6Q8PF14	Cardiomyopathy
uniprotkb:A0A6Q8PEY6	Cardiomyopathy
uniprotkb:A0A6Q8PG65	Cardiomyopathy
uniprotkb:A0A6Q8PG93	Cardiomyopathy
uniprotkb:I7HPB4	Cardiomyopathy
uniprotkb:A0A6Q8PGV4	Cardiomyopathy
uniprotkb:A0A6Q8PGS8	Cardiomyopathy
uniprotkb:O75072	limb-girdle muscular dystrophy
uniprotkb:A0A2R8Y6X6	limb-girdle muscular dystrophy
uniprotkb:A0A6Q8PHN1	limb-girdle muscular dystrophy
uniprotkb:A0A2R8Y768	limb-girdle muscular dystrophy
uniprotkb:R4GMU0	limb-girdle muscular dystrophy
uniprotkb:A0A2R8Y7E3	limb-girdle muscular dystrophy
uniprotkb:A0A6Q8PF14	limb-girdle muscular dystrophy
uniprotkb:A0A6Q8PEY6	limb-girdle muscular dystrophy
uniprotkb:A0A6Q8PG65	limb-girdle muscular dystrophy
uniprotkb:A0A6Q8PG93	limb-girdle muscular dystrophy
uniprotkb:I7HPB4	limb-girdle muscular dystrophy
uniprotkb:A0A6Q8PGV4	limb-girdle muscular dystrophy
uniprotkb:A0A6Q8PGS8	limb-girdle muscular dystrophy
uniprotkb:O75072	limb-girdle muscular dystrophy
uniprotkb:A0A2R8Y6X6	limb-girdle muscular dystrophy
uniprotkb:A0A6Q8PHN1	limb-girdle muscular dystrophy
uniprotkb:A0A2R8Y768	limb-girdle muscular dystrophy
uniprotkb:R4GMU0	limb-girdle muscular dystrophy
uniprotkb:A0A2R8Y7E3	limb-girdle muscular dystrophy
uniprotkb:A0A6Q8PF14	limb-girdle muscular dystrophy
